file,s1,s2,b1,b2,percDif
one/one5922.gcg,323,305,3,3,5.7324840764331215
one/one2081.gcg,253,296,2,2,15.664845173041893
one/one5936.gcg,238,323,1,2,30.303030303030305
one/one1588.gcg,159,457,0,4,96.75324675324676
one/one414.gcg,256,279,2,2,8.598130841121495
one/one372.gcg,249,282,2,2,12.429378531073446
one/one6581.gcg,208,296,1,2,34.92063492063492
one/one4396.gcg,123,351,0,2,96.20253164556962
one/one5088.gcg,250,324,2,3,25.78397212543554
one/one2917.gcg,189,423,1,4,76.47058823529412
one/one428.gcg,208,270,1,2,25.94142259414226
one/one2903.gcg,252,286,2,2,12.639405204460965
one/one6422.gcg,353,207,4,1,52.142857142857146
one/one4235.gcg,314,244,3,2,25.089605734767023
one/one2644.gcg,328,381,3,3,14.950634696755994
one/one2122.gcg,381,297,4,3,24.778761061946902
one/one5895.gcg,268,236,2,1,12.698412698412698
one/one4553.gcg,352,136,3,0,88.52459016393442
one/one6344.gcg,253,322,2,3,24.0
one/one6350.gcg,263,216,2,1,19.624217118997915
one/one5659.gcg,289,316,2,3,8.925619834710744
one/one2136.gcg,288,197,2,1,37.52577319587629
one/one5881.gcg,405,211,5,1,62.98701298701299
one/one3228.gcg,230,321,1,3,33.03085299455535
one/one4547.gcg,309,189,3,1,48.19277108433735
one/one4221.gcg,224,306,1,3,30.943396226415093
one/one2888.gcg,347,161,3,0,73.22834645669292
one/one2650.gcg,355,217,3,1,48.25174825174825
one/one6436.gcg,214,293,0,3,31.163708086785007
one/one1359.gcg,433,214,5,1,67.69706336939721
one/one4209.gcg,220,202,1,1,8.530805687203792
one/one3566.gcg,166,326,0,3,65.04065040650406
one/one2678.gcg,278,308,2,3,10.238907849829351
one/one5117.gcg,253,316,2,3,22.144112478031637
one/one1371.gcg,385,245,4,2,44.44444444444444
one/one1417.gcg,360,332,4,3,8.092485549132949
one/one6378.gcg,193,307,0,3,45.6
one/one5671.gcg,332,301,3,3,9.794628751974724
one/one3200.gcg,163,362,0,3,75.80952380952381
one/one5665.gcg,171,312,1,2,58.38509316770186
one/one3214.gcg,195,349,1,3,56.61764705882353
one/one1403.gcg,277,217,2,1,24.291497975708502
one/one1365.gcg,312,314,3,3,0.6389776357827476
one/one3572.gcg,263,232,2,1,12.525252525252526
one/one5103.gcg,366,242,3,2,40.78947368421053
one/one2687.gcg,298,298,3,3,0.0
one/one3599.gcg,257,341,2,3,28.093645484949832
one/one212.gcg,314,216,3,1,36.9811320754717
one/one574.gcg,277,266,2,2,4.051565377532229
one/one6387.gcg,275,276,2,2,0.3629764065335753
one/one5856.gcg,283,221,2,1,24.6031746031746
one/one4590.gcg,179,368,1,3,69.10420475319927
one/one5842.gcg,276,310,1,3,11.604095563139932
one/one4584.gcg,315,142,3,0,75.71115973741794
one/one560.gcg,232,326,1,3,33.691756272401435
one/one6393.gcg,165,378,0,4,78.45303867403315
one/one206.gcg,314,292,3,2,7.2607260726072615
one/one2693.gcg,286,272,2,2,5.017921146953405
one/one2863.gcg,216,309,1,3,35.42857142857142
one/one548.gcg,326,211,3,1,42.83054003724395
one/one2877.gcg,319,190,2,1,50.687622789783894
one/one6146.gcg,239,296,1,3,21.30841121495327
one/one1629.gcg,196,283,1,2,36.32567849686848
one/one4751.gcg,306,273,3,2,11.398963730569948
one/one2320.gcg,297,257,2,2,14.440433212996389
one/one4989.gcg,356,272,4,2,26.751592356687897
one/one3980.gcg,289,262,2,2,9.800362976406534
one/one5329.gcg,295,214,2,1,31.827111984282908
one/one2446.gcg,265,290,2,2,9.00900900900901
one/one3758.gcg,174,461,1,5,90.39370078740157
one/one4037.gcg,285,235,2,2,19.230769230769234
one/one6620.gcg,380,332,3,4,13.48314606741573
